problem,solver,run,conv,time_ms,nit,stage
Beale_2D_E,v54,4,1,241.1,25233,hgca_cma_refined
Beale_2D_E,v71,4,1,240.0,25233,hgca_cma_refined
Beale_2D_E,v74a,4,1,440.0,25233,hgca_cma_refined
Beale_2D_E,v74,4,1,455.1,25233,hgca_cma_refined
Beale_2D_E,v54,5,1,264.1,27225,hgca_cma_refined
Beale_2D_E,v71,5,1,264.0,27225,hgca_cma_refined
Beale_2D_E,v74a,5,1,473.3,27225,hgca_cma_refined
Beale_2D_E,v74,5,1,478.0,27225,hgca_cma_refined
Beale_2D_E,v54,6,1,251.0,26033,hgca_cma_refined
Beale_2D_E,v71,6,1,247.1,26033,hgca_cma_refined
Beale_2D_E,v74a,6,1,449.3,26033,hgca_cma_refined
Beale_2D_E,v74,6,1,459.5,26033,hgca_cma_refined
Beale_2D_E,v54,7,1,262.0,27417,hgca_cma_refined
Beale_2D_E,v71,7,1,281.0,27417,hgca_cma_refined
Beale_2D_E,v74a,7,1,467.6,27417,hgca_cma_refined
Beale_2D_E,v74,7,1,462.2,27417,hgca_cma_refined
Beale_2D_E,v54,8,1,249.0,25505,hgca_cma_refined
Beale_2D_E,v71,8,1,239.0,25505,hgca_cma_refined
Beale_2D_E,v74a,8,1,440.6,25505,hgca_cma_refined
Beale_2D_E,v74,8,1,442.0,25505,hgca_cma_refined
Beale_2D_E,v54,9,1,248.0,24585,hgca_cma_refined
Beale_2D_E,v71,9,1,246.0,24585,hgca_cma_refined
Beale_2D_E,v74a,9,1,449.4,24585,hgca_cma_refined
Beale_2D_E,v74,9,1,456.0,24585,hgca_cma_refined
Beale_2D_E,v54,10,1,247.0,25305,hgca_cma_refined
Beale_2D_E,v71,10,1,245.0,25305,hgca_cma_refined
Beale_2D_E,v74a,10,1,436.2,25305,hgca_cma_refined
Beale_2D_E,v74,10,1,444.1,25305,hgca_cma_refined
Beale_2D_E,v54,11,1,242.9,25425,hgca_cma_refined
Beale_2D_E,v71,11,1,255.0,25425,hgca_cma_refined
